county,交易年月,median_price,volume
宜蘭縣,2012-08-15,103097.98,369.0
宜蘭縣,2012-09-15,102345.92,282.0
宜蘭縣,2012-10-15,100688.06,364.0
宜蘭縣,2012-11-15,107592.22,332.0
宜蘭縣,2012-12-15,106587.26,366.0
宜蘭縣,2013-01-15,107015.36,299.0
宜蘭縣,2013-02-15,102493.02,223.0
宜蘭縣,2013-03-15,110625.29,379.0
宜蘭縣,2013-04-15,107630.24,390.0
宜蘭縣,2013-05-15,107144.29,432.0
宜蘭縣,2013-06-15,110526.12,349.0
宜蘭縣,2013-07-15,107769.08,419.0
宜蘭縣,2013-08-15,113815.39,319.0
宜蘭縣,2013-09-15,107428.58,403.0
宜蘭縣,2013-10-15,113881.51,430.0
宜蘭縣,2013-11-15,109737.68,348.0
宜蘭縣,2013-12-15,118493.1,460.0
宜蘭縣,2014-01-15,117233.59,258.0
宜蘭縣,2014-02-15,110790.58,236.0
宜蘭縣,2014-03-15,128555.95,393.0
宜蘭縣,2014-04-15,124250.15,444.0
宜蘭縣,2014-05-15,123732.79,420.0
宜蘭縣,2014-06-15,126524.54,346.0
宜蘭縣,2014-07-15,129574.14,334.0
宜蘭縣,2014-08-15,131674.97,298.0
宜蘭縣,2014-09-15,131567.53,309.0
宜蘭縣,2014-10-15,126754.29,335.0
宜蘭縣,2014-11-15,123646.84,284.0
宜蘭縣,2014-12-15,131944.4,463.0
宜蘭縣,2015-01-15,131706.38,259.0
宜蘭縣,2015-02-15,140266.74,144.0
宜蘭縣,2015-03-15,133504.73,289.0
宜蘭縣,2015-04-15,134296.47,278.0
宜蘭縣,2015-05-15,135493.17,274.0
宜蘭縣,2015-06-15,135736.14,270.0
宜蘭縣,2015-07-15,134681.6,289.0
宜蘭縣,2015-08-15,142536.18,183.0
宜蘭縣,2015-09-15,135693.17,215.0
宜蘭縣,2015-10-15,137729.54,250.0
宜蘭縣,2015-11-15,142598.99,275.0
宜蘭縣,2015-12-15,141167.58,333.0
宜蘭縣,2016-01-15,133013.82,144.0
宜蘭縣,2016-02-15,145144.45,85.0
宜蘭縣,2016-03-15,131511.34,207.0
宜蘭縣,2016-04-15,148063.48,224.0
宜蘭縣,2016-05-15,136179.13,197.0
宜蘭縣,2016-06-15,141655.18,242.0
宜蘭縣,2016-07-15,143291.55,210.0
宜蘭縣,2016-08-15,149159.35,142.0
花蓮縣,2012-07-15,84446.66,99.0
花蓮縣,2012-08-15,89215.27,208.0
花蓮縣,2012-09-15,93106.2,246.0
花蓮縣,2012-10-15,84568.98,279.0
花蓮縣,2012-11-15,84990.46,220.0
花蓮縣,2012-12-15,88076.43,278.0
花蓮縣,2013-01-15,96192.17,205.0
花蓮縣,2013-02-15,93673.15,153.0
花蓮縣,2013-03-15,95088.03,309.0
花蓮縣,2013-04-15,95198.77,266.0
花蓮縣,2013-05-15,99180.61,352.0
花蓮縣,2013-06-15,95901.26,300.0
花蓮縣,2013-07-15,99127.72,315.0
花蓮縣,2013-08-15,94405.38,250.0
花蓮縣,2013-09-15,98388.87,282.0
花蓮縣,2013-10-15,105673.2,305.0
花蓮縣,2013-11-15,101250.04,306.0
花蓮縣,2013-12-15,101326.08,440.0
花蓮縣,2014-01-15,108797.18,181.0
花蓮縣,2014-02-15,101633.52,199.0
花蓮縣,2014-03-15,107481.48,307.0
花蓮縣,2014-04-15,109198.83,378.0
花蓮縣,2014-05-15,115392.26,314.0
花蓮縣,2014-06-15,116131.1,290.0
花蓮縣,2014-07-15,116278.21,291.0
花蓮縣,2014-08-15,120790.63,253.0
花蓮縣,2014-09-15,117798.88,253.0
花蓮縣,2014-10-15,125088.17,293.0
花蓮縣,2014-11-15,126215.44,237.0
花蓮縣,2014-12-15,122917.91,364.0
花蓮縣,2015-01-15,122364.19,192.0
花蓮縣,2015-02-15,122671.63,133.0
花蓮縣,2015-03-15,126575.78,261.0
花蓮縣,2015-04-15,128017.1,259.0
花蓮縣,2015-05-15,129684.88,240.0
花蓮縣,2015-06-15,135425.4,238.0
花蓮縣,2015-07-15,143420.48,220.0
花蓮縣,2015-08-15,132671.67,184.0
花蓮縣,2015-09-15,130010.5,189.0
花蓮縣,2015-10-15,142936.18,203.0
花蓮縣,2015-11-15,137686.57,215.0
花蓮縣,2015-12-15,133326.22,307.0
花蓮縣,2016-01-15,137394.01,144.0
花蓮縣,2016-02-15,138370.87,74.0
花蓮縣,2016-03-15,127830.33,170.0
花蓮縣,2016-04-15,131382.41,161.0
花蓮縣,2016-05-15,140660.14,198.0
花蓮縣,2016-06-15,136820.45,191.0
花蓮縣,2016-07-15,141494.86,190.0
花蓮縣,2016-08-15,138013.84,107.0
臺東縣,2012-07-15,74975.54,35.0
臺東縣,2012-08-15,90445.04,74.0
臺東縣,2012-09-15,79615.24,90.0
臺東縣,2012-10-15,78240.02,88.0
臺東縣,2012-11-15,71269.74,81.0
臺東縣,2012-12-15,73297.85,108.0
臺東縣,2013-01-15,76101.17,104.0
臺東縣,2013-02-15,75363.98,46.0
臺東縣,2013-03-15,73451.57,90.0
臺東縣,2013-04-15,73344.13,94.0
臺東縣,2013-05-15,76327.62,117.0
臺東縣,2013-06-15,72337.51,116.0
臺東縣,2013-07-15,84159.05,88.0
臺東縣,2013-08-15,77813.57,84.0
臺東縣,2013-09-15,81198.71,92.0
臺東縣,2013-10-15,85140.88,88.0
臺東縣,2013-11-15,83745.83,83.0
臺東縣,2013-12-15,85243.36,73.0
臺東縣,2014-01-15,80651.6,71.0
臺東縣,2014-02-15,86172.29,76.0
臺東縣,2014-03-15,87886.35,88.0
臺東縣,2014-04-15,92592.15,117.0
臺東縣,2014-05-15,90656.61,86.0
臺東縣,2014-06-15,81420.21,66.0
臺東縣,2014-07-15,86816.92,66.0
臺東縣,2014-08-15,82864.84,64.0
臺東縣,2014-09-15,92967.36,84.0
臺東縣,2014-10-15,81002.02,93.0
臺東縣,2014-11-15,99288.05,64.0
臺東縣,2014-12-15,95028.53,73.0
臺東縣,2015-01-15,90297.93,85.0
臺東縣,2015-02-15,99332.68,39.0
臺東縣,2015-03-15,86532.62,83.0
臺東縣,2015-04-15,95560.76,92.0
臺東縣,2015-05-15,97881.43,82.0
臺東縣,2015-06-15,107527.76,75.0
臺東縣,2015-07-15,103200.46,67.0
臺東縣,2015-08-15,93299.59,75.0
臺東縣,2015-09-15,102744.27,64.0
臺東縣,2015-10-15,89279.74,81.0
臺東縣,2015-11-15,104851.71,84.0
臺東縣,2015-12-15,97212.01,106.0
臺東縣,2016-01-15,93494.64,52.0
臺東縣,2016-02-15,120962.53,31.0
臺東縣,2016-03-15,102489.72,66.0
臺東縣,2016-04-15,105699.65,53.0
臺東縣,2016-05-15,93104.55,52.0
臺東縣,2016-06-15,98132.67,53.0
臺東縣,2016-07-15,101364.1,48.0
臺東縣,2016-08-15,98426.89,34.0
澎湖縣,2012-07-15,78092.91,2.0
澎湖縣,2012-08-15,115435.23,10.0
澎湖縣,2012-09-15,93121.08,15.0
澎湖縣,2012-10-15,99755.82,21.0
澎湖縣,2012-11-15,105954.2,21.0
澎湖縣,2012-12-15,65504.43,85.0
澎湖縣,2013-01-15,60952.34,13.0
澎湖縣,2013-02-15,65927.57,11.0
澎湖縣,2013-03-15,113112.9,20.0
澎湖縣,2013-04-15,95531.01,20.0
澎湖縣,2013-05-15,109417.02,36.0
澎湖縣,2013-06-15,114446.79,14.0
澎湖縣,2013-07-15,96726.05,22.0
澎湖縣,2013-08-15,82149.13,18.0
澎湖縣,2013-09-15,115683.17,27.0
澎湖縣,2013-10-15,94737.62,16.0
澎湖縣,2013-11-15,98511.19,22.0
澎湖縣,2013-12-15,121507.98,43.0
澎湖縣,2014-01-15,118633.6,6.0
澎湖縣,2014-02-15,104719.48,14.0
澎湖縣,2014-03-15,100935.99,15.0
澎湖縣,2014-04-15,93679.76,17.0
澎湖縣,2014-05-15,131527.86,17.0
澎湖縣,2014-06-15,114764.15,15.0
澎湖縣,2014-07-15,103967.41,19.0
澎湖縣,2014-08-15,88334.28,15.0
澎湖縣,2014-09-15,104988.9,27.0
澎湖縣,2014-10-15,109220.33,25.0
澎湖縣,2014-11-15,120522.86,21.0
澎湖縣,2014-12-15,108096.35,55.0
澎湖縣,2015-01-15,90954.12,8.0
澎湖縣,2015-02-15,91735.95,4.0
澎湖縣,2015-03-15,108417.01,18.0
澎湖縣,2015-04-15,97230.19,15.0
澎湖縣,2015-05-15,126443.54,13.0
澎湖縣,2015-06-15,119226.98,15.0
澎湖縣,2015-07-15,91025.2,11.0
澎湖縣,2015-08-15,98466.56,15.0
澎湖縣,2015-09-15,119828.64,23.0
澎湖縣,2015-10-15,110304.63,27.0
澎湖縣,2015-11-15,112061.66,24.0
澎湖縣,2015-12-15,78853.25,49.0
澎湖縣,2016-01-15,118155.9,8.0
澎湖縣,2016-02-15,101453.35,8.0
澎湖縣,2016-03-15,104737.66,13.0
澎湖縣,2016-04-15,91937.6,14.0
澎湖縣,2016-05-15,84752.45,18.0
澎湖縣,2016-06-15,123762.54,19.0
澎湖縣,2016-07-15,78178.86,10.0
澎湖縣,2016-08-15,101709.55,7.0
金門縣,2012-07-15,149632.08,2.0
金門縣,2012-08-15,174076.82,6.0
金門縣,2012-09-15,157539.55,8.0
金門縣,2012-10-15,136463.42,14.0
金門縣,2012-11-15,136192.35,7.0
金門縣,2012-12-15,185650.42,35.0
金門縣,2013-01-15,124665.02,4.0
金門縣,2013-02-15,153137.88,5.0
金門縣,2013-03-15,152701.52,6.0
金門縣,2013-04-15,202313.3,4.0
金門縣,2013-05-15,205096.79,4.0
金門縣,2013-06-15,123484.85,11.0
金門縣,2013-07-15,145372.55,5.0
金門縣,2013-08-15,201068.67,4.0
金門縣,2013-09-15,156671.78,7.0
金門縣,2013-10-15,159832.12,11.0
金門縣,2013-11-15,112772.4,2.0
金門縣,2013-12-15,156086.65,12.0
金門縣,2014-01-15,212192.69,2.0
金門縣,2014-02-15,227133.26,2.0
金門縣,2014-03-15,163002.39,4.0
金門縣,2014-04-15,204827.37,5.0
金門縣,2014-05-15,202106.69,5.0
金門縣,2014-06-15,203210.83,5.0
金門縣,2014-07-15,210910.04,6.0
金門縣,2014-08-15,77707.79,4.0
金門縣,2014-09-15,176524.77,4.0
金門縣,2014-10-15,240867.2,2.0
金門縣,2014-11-15,259511.91,5.0
金門縣,2014-12-15,182066.93,7.0
金門縣,2015-01-15,177083.44,2.0
金門縣,2015-02-15,234672.13,3.0
金門縣,2015-03-15,243511.84,3.0
金門縣,2015-04-15,144058.5,8.0
金門縣,2015-05-15,138655.17,7.0
金門縣,2015-06-15,196977.74,10.0
金門縣,2015-07-15,160116.42,12.0
金門縣,2015-08-15,200433.96,7.0
金門縣,2015-09-15,189356.22,1.0
金門縣,2015-10-15,153165.98,6.0
金門縣,2015-11-15,164832.14,2.0
金門縣,2015-12-15,311472.47,16.0
金門縣,2016-01-15,139190.71,1.0
金門縣,2016-02-15,259049.1,3.0
金門縣,2016-03-15,128152.64,2.0
金門縣,2016-04-15,149861.83,5.0
金門縣,2016-05-15,164255.28,3.0
金門縣,2016-06-15,173007.39,2.0
金門縣,2016-07-15,242101.92,4.0
金門縣,2016-08-15,242101.92,4.0
連江縣,2012-07-15,85726.01,1.0
連江縣,2012-08-15,85726.01,1.0
連江縣,2012-09-15,85726.01,1.0
連江縣,2012-10-15,85726.01,1.0
連江縣,2012-11-15,85726.01,1.0
連江縣,2012-12-15,109736.03,1.0
連江縣,2013-01-15,109736.03,1.0
連江縣,2013-02-15,109736.03,1.0
連江縣,2013-03-15,109736.03,1.0
連江縣,2013-04-15,109736.03,1.0
連江縣,2013-05-15,109736.03,1.0
連江縣,2013-06-15,109736.03,1.0
連江縣,2013-07-15,109736.03,1.0
連江縣,2013-08-15,109736.03,1.0
連江縣,2013-09-15,109736.03,1.0
連江縣,2013-10-15,109736.03,1.0
連江縣,2013-11-15,109736.03,1.0
連江縣,2013-12-15,109736.03,1.0
連江縣,2014-01-15,109736.03,1.0
連江縣,2014-02-15,109736.03,1.0
連江縣,2014-03-15,109736.03,1.0
連江縣,2014-04-15,109736.03,1.0
連江縣,2014-05-15,109736.03,1.0
連江縣,2014-06-15,109736.03,1.0
連江縣,2014-07-15,109736.03,1.0
連江縣,2014-08-15,109736.03,1.0
連江縣,2014-09-15,109736.03,1.0
連江縣,2014-10-15,109736.03,1.0
連江縣,2014-11-15,109736.03,1.0
連江縣,2014-12-15,109736.03,1.0
連江縣,2015-01-15,109736.03,1.0
連江縣,2015-02-15,109736.03,1.0
連江縣,2015-03-15,109736.03,1.0
連江縣,2015-04-15,109736.03,1.0
連江縣,2015-05-15,109736.03,1.0
連江縣,2015-06-15,109736.03,1.0
連江縣,2015-07-15,109736.03,1.0
連江縣,2015-08-15,109736.03,1.0
連江縣,2015-09-15,109736.03,1.0
連江縣,2015-10-15,109736.03,1.0
連江縣,2015-11-15,109736.03,1.0
連江縣,2015-12-15,109736.03,1.0
連江縣,2016-01-15,109736.03,1.0
連江縣,2016-02-15,109736.03,1.0
連江縣,2016-03-15,109736.03,1.0
連江縣,2016-04-15,109736.03,1.0
連江縣,2016-05-15,109736.03,1.0
連江縣,2016-06-15,109736.03,1.0
連江縣,2016-07-15,109736.03,1.0
連江縣,2016-08-15,109736.03,1.0
